group_name,subgroup_name,subsubgroup_name,food_name,kcal,proteins,carbs,carbs_sugar,fats,fats_saturated,fibers,salt,new_name,deleted
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Tarama, préemballé",534,6.8,3.2,0.8,54.8,4.6,0.7,1.7,"Tarama, préemballé",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Calmar ou Calamar ou encornet, à la romaine (beignet)",252,8.7,21.2,2.6,14.4,1.8,1.7,2.1,"Calmar ou Calamar ou encornet, à la romaine (beignet)",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Crabe, miettes et ou pattes décortiquées, appertisé, égoutté",111,14.8,8.7,0.6,1.8,0.2,0.0,1.6,"Crabe, miettes et ou pattes décortiquées, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Langoustine, panée, frite",282,10.9,29.0,0.0,13.6,1.5,0.0,1.6,"Langoustine, panée, frite",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,Beignet de crevette,222,6.5,26.0,11.0,10.0,0.5,1.0,1.9,Beignet de crevette,False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Moule, appertisée, égouttée",102,14.6,5.9,0.5,2.2,0.5,0.0,1.6,"Moule, appertisée, égouttée",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Escargot en sauce au beurre persillé, préemballé, cuit",277,12.9,2.3,1.0,23.7,14.8,1.7,1.7,"Escargot en sauce au beurre persillé, préemballé, cuit",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",145,12.5,5.0,3.7,7.9,0.9,2.0,1.7,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,Accra de poisson,275,12.4,15.1,2.6,17.6,2.3,3.0,1.2,Accra de poisson,False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,Carpaccio de saumon avec marinade,194,19.8,0.2,0.0,12.7,2.4,0.0,0.1,Carpaccio de saumon avec marinade,False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, filet grillé, appertisé, nature, égoutté",246,19.7,0.6,0.0,18.3,4.3,0.0,0.8,"Maquereau, filet grillé, appertisé, nature, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Anchois, filets roulés aux câpres, semi-conserve, égoutté",198,24.8,1.5,0.0,10.3,0.9,0.0,0.0,"Anchois, filets roulés aux câpres, semi-conserve, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Anchois, filets à l'huile, semi-conserve, égoutté",182,26.4,0.0,0.0,8.4,3.1,0.0,11.3,"Anchois, filets à l'huile, semi-conserve, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Carrelet ou plie, pané, frit",242,13.4,8.9,0.0,16.8,2.0,1.0,0.7,"Carrelet ou plie, pané, frit",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Oeufs de lompe, semi-conserve",111,10.4,1.0,0.0,7.3,2.0,0.0,4.9,"Oeufs de lompe, semi-conserve",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Caviar, semi-conserve",254,25.0,0.0,0.0,17.1,3.2,0.0,0.0,"Caviar, semi-conserve",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,Hareng mariné ou rollmops,211,13.7,8.0,1.9,13.8,2.5,0.0,2.6,Hareng mariné ou rollmops,False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Limande-sole, panée, frite",206,16.7,11.9,1.0,10.2,1.3,0.0,0.7,"Limande-sole, panée, frite",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Pilchard, sauce tomate, appertisé, égoutté",167,13.0,4.0,1.0,11.0,2.4,0.0,1.0,"Pilchard, sauce tomate, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Poisson, croquette ou beignet ou nuggets, frit",255,13.2,18.4,1.6,13.7,1.7,2.5,1.0,"Poisson, croquette ou beignet ou nuggets, frit",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Poisson pané, surgelé, cru",162,11.0,16.1,2.2,5.7,1.3,0.9,0.7,"Poisson pané, surgelé, cru",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Poisson pané, frit",193,11.9,13.4,1.1,10.0,2.2,0.9,0.8,"Poisson pané, frit",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Sardine, à l'huile, appertisée, égouttée",207,24.4,0.5,0.0,12.0,2.6,0.0,0.8,"Sardine, à l'huile, appertisée, égouttée",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Sardine, sauce tomate, appertisée, égouttée",193,20.2,1.4,0.7,11.6,3.0,1.0,0.7,"Sardine, sauce tomate, appertisée, égouttée",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon, au naturel, appertisé, égoutté",111,26.8,0.0,0.0,0.4,0.1,0.0,0.7,"Thon, au naturel, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Sardine, à l'huile d'olive, appertisée, égouttée",202,24.3,1.1,0.0,11.2,3.1,0.0,0.7,"Sardine, à l'huile d'olive, appertisée, égouttée",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Surimi, bâtonnets, tranche ou râpé saveur crabe",125,8.3,11.8,2.1,4.9,0.5,0.0,1.6,"Surimi, bâtonnets, tranche ou râpé saveur crabe",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Oeufs de cabillaud, fumés, semi-conserve",146,26.9,0.1,0.0,4.2,0.6,0.0,0.7,"Oeufs de cabillaud, fumés, semi-conserve",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon germon ou thon blanc, cuit à la vapeur sous pression",165,30.0,0.0,0.0,5.1,1.4,0.0,0.1,"Thon germon ou thon blanc, cuit à la vapeur sous pression",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, filet sauce tomate, appertisé, égoutté",227,17.7,1.9,0.9,16.3,2.9,1.0,0.6,"Maquereau, filet sauce tomate, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, filet sauce moutarde, appertisé, égoutté",217,20.8,1.1,0.8,14.2,3.9,0.6,1.0,"Maquereau, filet sauce moutarde, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, filet au vin blanc, appertisé, égoutté",207,17.8,2.2,0.5,14.1,2.9,0.0,1.0,"Maquereau, filet au vin blanc, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Saumon, appertisé, égoutté",180,20.5,1.5,0.0,10.2,1.7,0.0,1.2,"Saumon, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, au naturel, appertisé, égoutté",189,21.6,0.0,0.0,11.4,2.7,0.0,1.2,"Maquereau, au naturel, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Merlan, pané",190,12.6,13.0,1.7,9.6,1.1,0.9,0.6,"Merlan, pané",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Foie de morue, appertisé, égoutté",433,7.2,1.1,0.0,44.4,6.9,0.0,1.1,"Foie de morue, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Anchois au sel (anchoité, semi-conserve)",128,25.0,0.0,0.0,3.1,0.8,0.0,9.0,"Anchois au sel (anchoité, semi-conserve)",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",192,31.3,1.0,0.0,7.0,1.4,0.0,0.7,"Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon à l'huile de tournesol, entier, appertisé, égoutté",206,23.3,0.8,0.0,12.2,1.3,0.0,0.9,"Thon à l'huile de tournesol, entier, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon albacore ou thon jaune, au naturel, appertisé, égoutté",128,26.6,0.6,0.0,2.0,0.7,0.0,0.7,"Thon albacore ou thon jaune, au naturel, appertisé, égoutté",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Maquereau, mariné",185,16.3,0.0,0.0,13.3,0.0,0.0,2.3,"Maquereau, mariné",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Anchois commun, mariné, préemballé",136,23.9,2.7,0.0,3.3,1.0,0.0,5.6,"Anchois commun, mariné, préemballé",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés",213,21.5,0.6,0.0,13.9,3.2,0.0,0.7,"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Surimi, fourré au fromage",149,6.6,9.2,2.8,9.3,3.8,0.0,1.7,"Surimi, fourré au fromage",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon à la tomate, miettes, appertisées, égouttées",130,14.6,4.3,3.3,5.9,0.8,0.6,1.2,"Thon à la tomate, miettes, appertisées, égouttées",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",142,10.8,5.0,2.9,8.6,0.7,0.0,1.0,"Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Thon à l'huile de tournesol, miettes, appertisées, égouttées",227,23.4,0.0,0.0,14.8,1.6,0.0,0.8,"Thon à l'huile de tournesol, miettes, appertisées, égouttées",False
"viandes, œufs, poissons et assimilés",produits à base de poissons et produits de la mer,-,"Oeufs de saumon, semi-conserve",224,30.8,1.5,0.0,10.5,2.0,0.0,2.3,"Oeufs de saumon, semi-conserve",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, blanc (blanc d'oeuf), cuit",47,10.3,1.1,0.7,0.2,0.0,0.0,0.4,"Oeuf, blanc (blanc d'oeuf), cuit",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, jaune (jaune d'oeuf), cuit",340,16.0,1.3,0.6,30.1,8.5,0.0,0.0,"Oeuf, jaune (jaune d'oeuf), cuit",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, dur",134,13.5,0.5,0.5,8.6,2.6,0.0,0.3,"Oeuf, dur",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, poché",138,12.5,0.7,0.4,9.5,3.0,0.0,0.2,"Oeuf, poché",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, à la coque",142,12.2,1.1,0.8,9.8,3.0,0.0,0.2,"Oeuf, à la coque",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, au plat, frit, salé",204,14.3,0.7,0.4,16.0,4.2,0.0,0.4,"Oeuf, au plat, frit, salé",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, brouillé, avec matière grasse",145,10.0,1.6,1.4,11.0,3.3,0.0,0.4,"Oeuf, brouillé, avec matière grasse",False
"viandes, œufs, poissons et assimilés",œufs,œufs cuits,"Oeuf, au plat, sans matière grasse",147,13.8,1.0,0.0,9.7,2.7,0.0,0.4,"Oeuf, au plat, sans matière grasse",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, cru",140,12.7,0.3,0.3,9.8,2.6,0.0,0.3,"Oeuf, cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, blanc (blanc d'oeuf), cru",48,10.8,0.8,0.7,0.2,0.0,0.0,0.4,"Oeuf, blanc (blanc d'oeuf), cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf, jaune (jaune d'oeuf), cru",307,15.5,1.1,0.6,26.7,8.5,0.0,0.0,"Oeuf, jaune (jaune d'oeuf), cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de caille, cru",154,13.1,0.4,0.4,11.1,3.6,0.0,0.4,"Oeuf de caille, cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de cane, cru",181,13.0,1.3,0.9,13.8,3.7,0.0,0.4,"Oeuf de cane, cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf d'oie, cru",180,13.8,1.4,0.9,13.3,3.6,0.0,0.4,"Oeuf d'oie, cru",False
"viandes, œufs, poissons et assimilés",œufs,œufs crus,"Oeuf de dinde, cru",166,13.7,1.1,1.0,11.9,3.6,0.0,0.4,"Oeuf de dinde, cru",False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, jaune (jaune d'oeuf), en poudre",660,34.1,2.8,0.1,57.0,17.6,0.0,0.4,"Oeuf, jaune (jaune d'oeuf), en poudre",False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, blanc (blanc d'oeuf), en poudre",356,81.2,7.7,5.4,0.0,0.0,0.0,3.2,"Oeuf, blanc (blanc d'oeuf), en poudre",False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Oeuf, en poudre",582,47.9,3.1,0.3,42.0,13.1,0.0,1.2,"Oeuf, en poudre",False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,Omelette au fromage,255,17.7,2.6,0.4,19.3,10.1,0.0,0.6,Omelette au fromage,False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,Omelette aux lardons,267,12.5,1.5,0.7,23.5,9.4,0.0,1.0,Omelette aux lardons,False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,Omelette aux champignons,125,8.1,2.3,0.7,9.2,3.0,0.4,0.4,Omelette aux champignons,False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,Omelette aux fines herbes,147,9.5,2.0,0.8,11.2,3.6,0.6,0.4,Omelette aux fines herbes,False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée",165,5.6,11.7,1.2,9.9,1.6,2.7,1.1,"Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée",False
"viandes, œufs, poissons et assimilés",œufs,omelettes et autres ovoproduits,"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",184,9.8,5.1,0.8,13.5,4.8,1.0,0.7,"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Protéine de soja texturée, réhydratée",150,18.6,7.0,3.6,2.9,0.5,5.6,0.0,"Protéine de soja texturée, réhydratée",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Tofu nature, préemballé",148,13.4,2.9,0.6,8.5,1.4,0.0,0.0,"Tofu nature, préemballé",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Tofu fumé, préemballé",164,14.9,2.9,0.8,9.5,1.5,0.0,0.7,"Tofu fumé, préemballé",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",157,19.5,6.8,2.6,3.7,0.7,4.9,1.7,"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé",185,17.6,8.2,2.1,7.0,0.6,5.2,1.2,"Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé",False
"viandes, œufs, poissons et assimilés",substitus de produits carnés,-,"Seitan, préemballé",134,20.6,6.7,0.8,2.5,0.4,0.9,1.1,"Seitan, préemballé",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait entier, UHT",65,3.3,4.8,4.2,3.6,2.4,0.0,0.1,"Lait entier, UHT",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait entier, pasteurisé",56,3.3,3.5,0.0,3.3,2.2,0.0,0.2,"Lait entier, pasteurisé",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",46,3.4,4.8,4.5,1.5,1.0,0.0,0.1,"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",44,3.4,4.8,4.5,1.2,0.8,0.0,0.1,"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",47,3.4,4.8,4.6,1.6,1.1,0.0,0.1,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait demi-écrémé, UHT",47,3.4,4.8,4.7,1.6,1.0,0.0,0.1,"Lait demi-écrémé, UHT",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait demi-écrémé, pasteurisé",46,3.2,4.9,4.8,1.5,1.1,0.0,0.1,"Lait demi-écrémé, pasteurisé",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait écrémé, UHT",33,3.5,4.6,4.6,0.1,0.0,0.0,0.1,"Lait écrémé, UHT",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),"Lait écrémé, pasteurisé",34,3.3,5.0,4.9,0.2,0.1,0.0,0.1,"Lait écrémé, pasteurisé",False
produits laitiers et assimilés,laits,laits de vaches liquides (non concentrés),Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose,44,3.4,4.7,4.7,1.3,0.9,0.0,0.1,Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose,False
produits laitiers et assimilés,laits,laits autres que de vache,"Lait de chèvre, entier, UHT",56,3.4,4.4,4.4,2.8,1.8,0.0,0.1,"Lait de chèvre, entier, UHT",False
produits laitiers et assimilés,laits,laits autres que de vache,"Lait de chèvre, demi-écrémé, UHT",45,3.8,4.1,4.1,1.6,1.1,0.0,0.2,"Lait de chèvre, demi-écrémé, UHT",False
produits laitiers et assimilés,laits,laits autres que de vache,"Lait de chèvre, entier, cru",57,3.2,4.0,4.0,3.2,2.2,0.0,0.1,"Lait de chèvre, entier, cru",False
produits laitiers et assimilés,laits,laits autres que de vache,"Lait de jument, entier",50,2.4,6.2,0.0,1.7,0.8,0.0,0.0,"Lait de jument, entier",False
produits laitiers et assimilés,laits,laits autres que de vache,"Lait de brebis, entier",103,5.7,4.5,4.5,7.0,4.8,0.0,0.1,"Lait de brebis, entier",False
produits laitiers et assimilés,laits,laits de vache concentrés ou en poudre,"Lait en poudre, entier",499,27.4,37.5,37.5,26.8,17.3,0.0,0.9,"Lait en poudre, entier",False
produits laitiers et assimilés,laits,laits de vache concentrés ou en poudre,"Lait concentré non sucré, entier",122,6.4,9.9,9.5,5.9,4.0,0.0,0.2,"Lait concentré non sucré, entier",False
produits laitiers et assimilés,laits,laits de vache concentrés ou en poudre,"Lait concentré sucré, entier",323,7.7,55.6,55.6,7.9,5.2,0.0,0.2,"Lait concentré sucré, entier",False
produits laitiers et assimilés,laits,laits de vache concentrés ou en poudre,"Lait en poudre, demi-écrémé",459,31.5,43.4,43.4,17.5,11.6,0.0,0.8,"Lait en poudre, demi-écrémé",False
produits laitiers et assimilés,laits,laits de vache concentrés ou en poudre,"Lait en poudre, écrémé",361,35.3,54.0,53.1,0.7,0.3,0.0,1.2,"Lait en poudre, écrémé",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",27,2.9,3.6,3.6,0.1,0.0,0.4,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré",73,3.0,11.6,11.3,1.4,1.0,0.0,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",75,2.8,12.7,12.5,1.5,1.0,0.0,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",73,3.1,12.6,12.0,1.2,0.7,0.0,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré",82,3.1,13.1,12.8,1.7,1.1,0.1,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",81,3.0,13.9,13.5,1.5,1.0,0.1,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",77,2.8,12.9,12.9,1.6,1.0,0.0,0.1,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",94,3.8,11.5,11.5,3.1,2.1,0.0,0.1,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus",46,4.7,6.7,6.4,0.1,0.0,1.1,0.2,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",97,3.6,13.0,12.9,3.0,2.0,0.6,0.1,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol",46,3.9,6.6,5.7,0.5,0.1,0.4,0.2,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus",43,4.4,5.8,5.8,0.3,0.2,0.0,0.1,"Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",64,3.8,3.5,3.3,3.6,2.3,0.0,0.1,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus",92,3.8,13.3,12.6,2.7,1.8,0.8,0.2,"Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt à la grecque, au lait de brebis",69,3.8,5.0,2.6,3.4,2.4,0.0,0.0,"Yaourt à la grecque, au lait de brebis",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt à la grecque, sur lit de fruits",131,2.3,16.3,15.0,6.3,4.4,0.4,0.1,"Yaourt à la grecque, sur lit de fruits",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de brebis, aromatisé, sucré",93,5.0,9.3,8.3,3.7,2.5,0.0,0.1,"Yaourt au lait de brebis, aromatisé, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de brebis, nature, 3% MG environ",68,5.7,4.6,2.8,3.0,2.2,0.1,0.1,"Yaourt au lait de brebis, nature, 3% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt au lait de chèvre, nature, 5% MG environ",73,4.2,1.1,1.1,5.2,3.5,0.0,0.1,"Yaourt au lait de chèvre, nature, 5% MG environ",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré",107,3.0,15.2,14.6,3.9,2.5,0.4,0.1,"Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",61,4.6,8.2,6.8,1.1,0.5,0.3,0.2,"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",54,4.5,8.3,4.2,0.1,0.0,0.0,0.2,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",False
produits laitiers et assimilés,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",89,3.4,12.2,12.1,2.6,1.8,0.2,0.2,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",False
